Restaurant_ID,Restaurant_Name,Country Code,City,Address,Locality,Locality Verbose,Longitude,Latitude,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating color,Rating text,Votes
802,Savoury Street,1,Noida,"GF-37, 1st Floor, Ansal Plaza Mall, Greater Noida, Noida","Ansal Plaza Mall, Greater Noida","Ansal Plaza Mall, Greater Noida, Noida",77.5077014,28.4642008,"North Indian, Continental, Italian",600,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,3
803,Sbarro,1,Noida,"G-23, Sector 18, Noida",Sector 18,"Sector 18, Noida",77.3243117,28.57015824,"Pizza, Italian",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.3,Orange,Average,97
804,Scrummy Bites,1,Noida,"Shop 6, N Block, Sector 12, Noida",Sector 12,"Sector 12, Noida",77.3372391,28.5931433,"North Indian, Chinese",350,Indian Rupees(Rs.),No,Yes,No,No,1,3.1,Orange,Average,30
805,Second Home,1,Noida,"1st Floor, C-3, Sector 51, Noida",Sector 51,"Sector 51, Noida",77.3658648,28.5796721,"Chinese, North Indian",800,Indian Rupees(Rs.),Yes,No,No,No,2,0,White,Not rated,3
806,Sector 55 China Town,1,Noida,"A Block Market, Sector 55, Noida",Sector 55,"Sector 55, Noida",77.3470476,28.606606,Chinese,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
807,Sen's Sational Xpress Kitchen,1,Noida,"Shop 2, C Block Market, Sector 39, Noida",Sector 39,"Sector 39, Noida",0,0,"North Indian, Mughlai",600,Indian Rupees(Rs.),No,Yes,No,No,2,3,Orange,Average,7
808,Serendipity Cafe,1,Noida,"Ground Floor, Ansal Plaza Mall, Knowledge Park I, Pari Chowk, Greater Noida, Noida",Greater Noida,"Greater Noida, Noida",77.5079254,28.4642665,Cafe,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,3
809,Sethi's,1,Noida,"Near HP Petrol Pump, Main Dadri Road, Sector 41, Noida",Sector 41,"Sector 41, Noida",0,0,North Indian,800,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,0
810,Shadev Saini Dhaba,1,Noida,"Main Dadri Road, Village Chhalera, Sector 44, Noida",Sector 44,"Sector 44, Noida",77.3400334,28.560602,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,7
811,Shahenshah,1,Noida,"Shop 2, Mukhiya Market, Near MITR Hospital, Sector 37, Noida",Sector 37,"Sector 37, Noida",77.3376836,28.5644063,"North Indian, Mughlai, Chinese",500,Indian Rupees(Rs.),No,Yes,No,No,2,2.9,Orange,Average,7
812,Shahenshah,1,Noida,"Near City Center Metro Station, Noida, Sector 51, Noida",Sector 51,"Sector 51, Noida",77.3665825,28.5825191,"North Indian, Mughlai, Chinese",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.5,Yellow,Good,61
813,Shahenshah,1,Noida,"Near Hanuman Murti, Sector 78, Near, Sector 72, Noida",Sector 72,"Sector 72, Noida",77.3833124,28.5905939,"North Indian, Mughlai, Chinese",500,Indian Rupees(Rs.),No,No,No,No,2,3,Orange,Average,4
814,Shaivi's Kitchen,1,Noida,"Hindon Vihar, Sector 49, NoidaOpp. Dominos and ICICI BANK Sector 48",Sector 49,"Sector 49, Noida",77.375287,28.5562369,"North Indian, South Indian, Chinese",300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
815,Shakti Food & Restaurant,1,Noida,"Babu Ram Market, Main Dadri Road, Opposite Great India Place Mall, Sector 38, Noida",Sector 38,"Sector 38, Noida",77.3281989,28.5693451,North Indian,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
816,Shama Chicken Corner,1,Noida,"Sangam Guest House, Nayabans, Sector 15, Noida",Sector 15,"Sector 15, Noida",77.314,28.5816812,Mughlai,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
817,Shama Chicken Corner,1,Noida,"RN 1, B Block Market, Sector 62, Noida",Sector 62,"Sector 62, Noida",77.3707092,28.6182302,Mughlai,500,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,2
818,Shanghai Dreams,1,Noida,"C Block Market, Sector 39, Noida",Sector 39,"Sector 39, Noida",77.34990894,28.56699945,Chinese,400,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,4
819,Shankar Fast Food,1,Noida,"D-16, B Block, Near HCL Call Center, Sector 59, Noida",Sector 59,"Sector 59, Noida",77.3626026,28.6088161,"North Indian, Chinese",300,Indian Rupees(Rs.),No,No,No,No,1,2.7,Orange,Average,15
820,Sharma Hotel,1,Noida,"Labour Chowk, Sector 58, Noida",Sector 58,"Sector 58, Noida",77.3528544,28.6097471,North Indian,100,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
821,Shiparma Shri,1,Noida,"Behind Sub Mall, Shakumbhari Market, Sabji Mandi, Sector 27, Noida",Sector 27,"Sector 27, Noida",77.32458611,28.57386667,North Indian,100,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
822,Shiv Murti Hotel,1,Noida,"Mukhiya Market, Main Road, Opposite Sector 51, Sector 52, Noida",Sector 52,"Sector 52, Noida",77.3675487,28.5832178,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
823,Shiva Shudh Shakahari Bhojnalaya,1,Noida,"Near Hero Show Room, Main Road, Sector 62, Noida",Sector 62,"Sector 62, Noida",77.3550388,28.6220057,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
824,Shivam Fast Food,1,Noida,"Shop 1, C Block, Near HCL Call Center, Sector 59, Noida",Sector 59,"Sector 59, Noida",77.3626134,28.6088444,"North Indian, South Indian, Chinese",350,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,12
825,Shree Balaji Shudh Vaishno Hotel,1,Noida,"Naya Bans, Sector 15, Noida",Sector 15,"Sector 15, Noida",77.3142692,28.5802723,North Indian,150,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,5
826,Shree Ganesh M Cafe,1,Noida,"Noida Authority, Opposite Vijaya Bank, Sector 6, Noida",Sector 6,"Sector 6, Noida",77.3178507,28.5920932,South Indian,150,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,7
827,Shree Rathnam,1,Noida,"R1, 2 & 4, Gulmohar Shopping Complex, Sector 15 C, Sector 15, Noida",Sector 15,"Sector 15, Noida",77.3119452,28.5832846,"South Indian, North Indian, Chinese",800,Indian Rupees(Rs.),Yes,Yes,No,No,2,3.3,Orange,Average,57
828,Shree Rathnam,1,Noida,"309, 3rd Floor, The Great India Place, Sector 38-A, Sector 38, Noida","The Great India Place, Sector 38","The Great India Place, Sector 38, Noida",77.3261382,28.5680132,"South Indian, North Indian, Chinese",800,Indian Rupees(Rs.),No,No,No,No,2,3.5,Yellow,Good,139
829,Shri Adarsh Kulfi,1,Noida,"Ground Floor, Sab Mall, Sector 27, Noida",Sector 27,"Sector 27, Noida",77.323603,28.5738031,Desserts,150,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
830,Shri Balaji Shudh Vaishno Dhaba,1,Noida,"Near Hotel Ascent, Main Road, Sector 62, Noida",Sector 62,"Sector 62, Noida",77.3551543,28.6218907,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
831,Shri G,1,Noida,"Khoda Colony, Deepak Vihar, Labour Chowk, Sector 58, Noida",Sector 58,"Sector 58, Noida",77.3533213,28.6100951,North Indian,100,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
832,Sikandrabadi Biryani,1,Noida,"122, Ground Floor, Jaipuria Plaza, Sector 26, Noida, Delhi NCR","Jaipuria Plaza, Sector 26, Noida","Jaipuria Plaza, Sector 26, Noida, Noida",77.3348596,28.5765143,"Biryani, North Indian",400,Indian Rupees(Rs.),No,Yes,No,No,1,3.4,Orange,Average,29
833,Simla Bakery,1,Noida,"Atta Market, Sector 27, Noida",Sector 27,"Sector 27, Noida",77.32458428,28.57350873,Bakery,150,Indian Rupees(Rs.),No,Yes,No,No,1,0,White,Not rated,1
834,Simran's Cake Studio,1,Noida,"D Block, Sector 15, Noida",Sector 15,"Sector 15, Noida",77.3104224,28.5820794,Bakery,250,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,23
835,Singh Foods,1,Noida,"Opposite Pathway School, Sector 110, Noida",Sector 110,"Sector 110, Noida",77.36533742,28.53922405,"North Indian, Mughlai",700,Indian Rupees(Rs.),No,Yes,No,No,2,3.2,Orange,Average,7
836,Sip & Snacks,1,Noida,"MSX Mall, Greater Noida, Noida","MSX Mall, Greater Noida","MSX Mall, Greater Noida, Noida",77.5282182,28.4579354,"Chinese, North Indian",550,Indian Rupees(Rs.),No,Yes,No,No,2,3.2,Orange,Average,6
837,Sky Grill,1,Noida,"2nd Floor, Tulip Mall, Sector 48, Noida","Tulip Mall, Sector 48, Noida","Tulip Mall, Sector 48, Noida, Noida",77.3675243,28.5575368,"North Indian, Chinese",700,Indian Rupees(Rs.),No,Yes,No,No,2,2.6,Orange,Average,34
838,Slice of Italy,1,Noida,"7/8/9, VDS Market, Sector 51, Noida",Sector 51,"Sector 51, Noida",77.3720794,28.585893,"Italian, Pizza, Bakery",700,Indian Rupees(Rs.),No,Yes,No,No,2,2.3,Red,Poor,230
839,Smaaash,1,Noida,"4th Floor, DLF Mall of India, Sector 18, Noida","DLF Mall of India, Sector 18,  Noida","DLF Mall of India, Sector 18,  Noida, Noida",77.32082382,28.56732971,"North Indian, Thai, Continental",1350,Indian Rupees(Rs.),No,No,No,No,3,4,Green,Very Good,121
840,Smoking Tikka,1,Noida,"Plot 109, Sector 44, Noida",Sector 44,"Sector 44, Noida",77.3385357,28.5545389,"North Indian, Chinese, Fast Food",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.7,Yellow,Good,47
841,Snack Chat,1,Noida,"5, Sharma Market, Sector 37, Noida",Sector 37,"Sector 37, Noida",77.3405146,28.5660756,"Fast Food, Italian",500,Indian Rupees(Rs.),No,No,No,No,2,3.4,Orange,Average,23
842,Snacks India,1,Noida,"A-78, Sector 2, Noida",Sector 2,"Sector 2, Noida",77.3116811,28.5849968,"North Indian, Chinese, South Indian",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.6,Yellow,Good,103
843,Snacks Parties,1,Noida,"Sector 41, Noida",Sector 41,"Sector 41, Noida",0,0,"Fast Food, Street Food",200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
844,Snacks Point,1,Noida,"17, A Block Market, Sector 55, Noida",Sector 55,"Sector 55, Noida",77.3469342,28.6070243,Chinese,150,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,4
845,SnacksWale.com,1,Noida,"Shop 16, Ground Floor, Paras Tiera, Sector 137, Near Sector 132, Noida",Sector 132,"Sector 132, Noida",77.4132229,28.5075273,"North Indian, Fast Food",400,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,8
846,SodaBottleOpenerWala,1,Noida,"3rd Floor, DLF Mall of India, Sector 18, Noida","DLF Mall of India, Sector 18,  Noida","DLF Mall of India, Sector 18,  Noida, Noida",77.32077688,28.56658591,"Parsi, Iranian",1300,Indian Rupees(Rs.),No,No,No,No,3,4,Green,Very Good,617
847,Somethings Sweet,1,Noida,"C-92, Sector 50, Noida",Sector 50,"Sector 50, Noida",77.37,28.57,Bakery,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
848,Sonu Parantha Corner,1,Noida,"B-64, Sector -2, Noida",Sector 2,"Sector 2, Noida",77.3141165,28.585532,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
849,South Indian Snacks Stall,1,Noida,"E-4/7, Sector 56, Noida",Sector 56,"Sector 56, Noida",77.3427275,28.6033137,South Indian,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
850,South King Restaurant,1,Noida,"Sector 66, Near Sector 65, Noida",Sector 65,"Sector 65, Noida",77.3772233,28.6075466,"South Indian, Chinese",300,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,8
851,Southern Flavours,1,Noida,"Eldeco Studio, Plot 3, Sector 93-A, Near Sector 93, Noida",Sector 93,"Sector 93, Noida",77.3854743,28.5143706,South Indian,350,Indian Rupees(Rs.),No,No,No,No,1,2.4,Red,Poor,54
852,Southern Santushti Cafe,1,Noida,"Ground Floor, A-44/45, M Block, Galaxy IT Park, Sector 62, Noida",Sector 62,"Sector 62, Noida",77.37101935,28.62503592,South Indian,400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
853,Southern Treat,1,Noida,"B-1/32, Central Market, Sector 50, Noida",Sector 50,"Sector 50, Noida",77.3620969,28.5703509,South Indian,500,Indian Rupees(Rs.),No,Yes,No,No,2,2.8,Orange,Average,113
854,Sparrows At Home Bakery & Cafe,1,Noida,"First Floor, KM-01, Sector 104, Sector 110, Noida",Sector 110,"Sector 110, Noida",77.3682633,28.54079875,"Cafe, Bakery",500,Indian Rupees(Rs.),No,No,No,No,2,3.3,Orange,Average,13
855,Speedy Chow,1,Noida,"C-25/9, Stellar IT Park, Sector 62, Noida",Sector 62,"Sector 62, Noida",77.3624558,28.612791,"Chinese, Thai",850,Indian Rupees(Rs.),No,Yes,No,No,2,3.6,Yellow,Good,114
856,Speziato Foods,1,Noida,"Shop 6, A Block Market, Sector 44, Noida",Sector 44,"Sector 44, Noida",0,0,"North Indian, Mughlai",400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
857,Spice Affair,1,Noida,"Plot 12A, Knowledge Park 3, Greater Noida, Noida",Greater Noida,"Greater Noida, Noida",77.5152276,28.4733363,"North Indian, Chinese",500,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,2
858,Spice of India,1,Noida,"108, Food Court, Supertech Shopprix Mall, Sector 61, Noida","Supertech Shopprix Mall, Sector 61","Supertech Shopprix Mall, Sector 61, Noida",77.3647883,28.5971433,"Mughlai, North Indian",700,Indian Rupees(Rs.),No,Yes,No,No,2,2.6,Orange,Average,76
859,Spicy Affair,1,Noida,"Plot 2, Sector 93A, Sector 93, Noida",Sector 93,"Sector 93, Noida",77.381653,28.519906,Street Food,150,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
860,Spicy Punjabi Tadka,1,Noida,"A-3, Sector 66, Near Sector 65, Noida",Sector 65,"Sector 65, Noida",77.3757327,28.6095596,North Indian,550,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,0
861,SPL Food Corner,1,Noida,"Shop 3, C Block, Near HCL Call Center, Sector 59, Noida",Sector 59,"Sector 59, Noida",77.36256,28.6084226,"Chinese, North Indian",300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
862,SPL Foods Plaza,1,Noida,"Shop 2, Chauhan Market, Sector 66, Near Sector 65, Noida",Sector 65,"Sector 65, Noida",77.3799187,28.6072612,"North Indian, Chinese",600,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,0
863,Standard Sweets,1,Noida,"Shop 6,7, Y-349, Sector 12, Noida",Sector 12,"Sector 12, Noida",77.3441252,28.5969498,"Mithai, Street Food",150,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
864,Standard Sweets & Confectioners,1,Noida,"Shop P 38/7, Sector 12, Noida",Sector 12,"Sector 12, Noida",77.3395869,28.5948476,"Mithai, Street Food",150,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,3
865,Starbucks,1,Noida,"Gardens Galleria, Sector 38A, Sector 38, Noida","Gardens Galleria, Sector 38 Noida","Gardens Galleria, Sector 38 Noida, Noida",77.321597,28.565014,Cafe,700,Indian Rupees(Rs.),No,No,No,No,2,4,Green,Very Good,59
866,Street Food Corner,1,Noida,"Opposite Gate 2, Sector 16 Metro Station, Sector 16, Noida",Sector 16,"Sector 16, Noida",77.317657,28.5776606,Chinese,250,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
867,Subhoj,1,Noida,"E-198, Ground Floor, Sector 63, Noida",Sector 63,"Sector 63, Noida",0,0,"North Indian, Biryani",350,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
868,Subway,1,Noida,"Lower Ground Floor, Logix City Centre, Sector 32, Near Sector 34, Noida","Logix City Centre, Sector 32, Noida","Logix City Centre, Sector 32, Noida, Noida",77.3537083,28.5743576,"American, Fast Food, Salad, Healthy Food",500,Indian Rupees(Rs.),No,Yes,No,No,2,2.6,Orange,Average,5
869,Subway,1,Noida,"Plot 7, Block A3, Shramik Kunj, Sector 110, Noida",Sector 110,"Sector 110, Noida",77.38739625,28.53409103,"American, Fast Food, Salad, Healthy Food",500,Indian Rupees(Rs.),No,No,No,No,2,2.4,Red,Poor,51
870,Subway,1,Noida,"Ground Floor, Tower 2, Plot 7, Advant IT Park, Expressway, Sector 142, Near, Sector 132, Noida",Sector 132,"Sector 132, Noida",77.4097048,28.5011636,"American, Fast Food, Salad, Healthy Food",500,Indian Rupees(Rs.),No,Yes,No,No,2,2.6,Orange,Average,13
871,Subway,1,Noida,"Plot 20/21, Unit 3, Amenity Block, Sector 135, Near Sector 132, Noida",Sector 132,"Sector 132, Noida",0,0,"American, Fast Food, Salad, Healthy Food",500,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,0
872,Subway,1,Noida,"Ground Floor, Savoy Suites, Near Metro Station, Sector 16, Noida",Sector 16,"Sector 16, Noida",77.31558178,28.58129376,"American, Fast Food, Salad, Healthy Food",500,Indian Rupees(Rs.),No,No,No,No,2,3.4,Orange,Average,55
873,Subway,1,Noida,"B-14, K.J Enterprises, Sector 18, Noida",Sector 18,"Sector 18, Noida",77.32487295,28.57008816,"American, Fast Food, Salad, Healthy Food",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.8,Yellow,Good,268
874,Subway,1,Noida,"B-1/24, Central Market, Near City Centre Metro Station, Sector 50, Noida",Sector 50,"Sector 50, Noida",77.3619175,28.5705134,"American, Fast Food, Salad, Healthy Food",500,Indian Rupees(Rs.),No,No,No,No,2,2.5,Orange,Average,165
875,Subway,1,Noida,"A-44-45, Galaxy IT Park, Sector 62, Noida",Sector 62,"Sector 62, Noida",77.37041719,28.62453856,"American, Fast Food, Salad, Healthy Food",500,Indian Rupees(Rs.),No,Yes,No,No,2,2.5,Orange,Average,28
876,Subway,1,Noida,"C Block, Logic Cyber Park, Sector 62, Noida",Sector 62,"Sector 62, Noida",77.3664928,28.6129026,"American, Fast Food, Salad, Healthy Food",500,Indian Rupees(Rs.),No,Yes,No,No,2,2.4,Red,Poor,88
877,Subway,1,Noida,"Food Court, 2nd Floor, Spice World Mall, Sector 25-A, Near Sector 25, Noida","Spice World Mall, Sector 25","Spice World Mall, Sector 25, Noida",77.3398007,28.5864047,"American, Fast Food, Salad, Healthy Food",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.4,Orange,Average,93
878,Subway,1,Noida,"Shop 3, Supertech Shopprix Mall, Sector 61, Noida","Supertech Shopprix Mall, Sector 61","Supertech Shopprix Mall, Sector 61, Noida",77.36498103,28.59689799,"American, Fast Food, Salad, Healthy Food",500,Indian Rupees(Rs.),No,Yes,No,No,2,2.3,Red,Poor,24
879,Sugar Daddy Bakers,1,Noida,"Shop 45, Amarapali Pricely Estate, Sector 76, Near Sector 72, Noida",Sector 72,"Sector 72, Noida",77.3819125,28.566406,Bakery,350,Indian Rupees(Rs.),No,Yes,No,No,1,2.7,Orange,Average,4
880,Sugar Ruffles,1,Noida,"Sector 36, Near Sector 37, Noida",Sector 37,"Sector 37, Noida",77.3404737,28.5686715,Bakery,500,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,0
881,Sultanate of Spice,1,Noida,"Shop 5, Alaknanda Shopping Complex, Sector 28, Noida",Sector 28,"Sector 28, Noida",77.333159,28.5710463,"North Indian, Mughlai",500,Indian Rupees(Rs.),No,Yes,No,No,2,2.9,Orange,Average,43
882,Super Cake Shop,1,Noida,"Near Jaypee Hospital, Sector 132, Noida",Sector 132,"Sector 132, Noida",77.3713463,28.5164185,"Bakery, Desserts",300,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,6
883,Super Cake Shop,1,Noida,"Jaipuria Plaza, Sector 26, Noida",Sector 26,"Sector 26, Noida",77.3352827,28.5767841,"Bakery, Desserts",300,Indian Rupees(Rs.),No,Yes,No,No,1,2.5,Orange,Average,4
884,Super Cake Shop,1,Noida,"E-285, Near Atta Market, Sector 27, Noida",Sector 27,"Sector 27, Noida",77.32451957,28.57346898,Bakery,300,Indian Rupees(Rs.),No,Yes,No,No,1,2.8,Orange,Average,8
885,Super Cake Shop,1,Noida,"Near Shani Mandir, Sector 66, Near Sector 65, Noida",Sector 65,"Sector 65, Noida",77.3755981,28.6094124,Bakery,300,Indian Rupees(Rs.),No,Yes,No,No,1,0,White,Not rated,2
886,Sushma Homemade Tiffin,1,Noida,"Z Block, Sector 12, Noida",Sector 12,"Sector 12, Noida",0,0,"North Indian, South Indian",200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
887,Swaad,1,Noida,"3, Food Court, Supertech Shopprix Mall, Sector 61, Noida","Supertech Shopprix Mall, Sector 61","Supertech Shopprix Mall, Sector 61, Noida",77.364878,28.5970621,"North Indian, Chinese",600,Indian Rupees(Rs.),No,Yes,No,No,2,2.7,Orange,Average,15
888,Swad,1,Noida,"Corporate Suites, C 30/4, Sector 62, Noida",Sector 62,"Sector 62, Noida",77.3684034,28.613167,"North Indian, Chinese, Continental",900,Indian Rupees(Rs.),Yes,No,No,No,2,2.8,Orange,Average,13
889,Swad E Punjab,1,Noida,"E 20-21, Sabji Mandi Market, Behind Sub Mall, Sector 27, Noida",Sector 27,"Sector 27, Noida",77.32455846,28.57394362,North Indian,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
890,Swag & Swad,1,Noida,"Near Sector 18, Noida",Sector 18,"Sector 18, Noida",77.322001,28.570049,"North Indian, Chinese, Mughlai",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.4,Orange,Average,19
891,Swag Sadda Desi,1,Noida,"Amrapali Zodiac Market, Sector 120, Near Sector 72, Noida",Sector 72,"Sector 72, Noida",77.3992328,28.5851413,"Fast Food, North Indian",300,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,8
892,Swagath,1,Noida,"J-57, Near Centrestage Mall, Sector 18, Noida",Sector 18,"Sector 18, Noida",77.32373536,28.5684245,"North Indian, Chinese, South Indian, Seafood, Chettinad",1500,Indian Rupees(Rs.),Yes,No,No,No,3,3.6,Yellow,Good,415
893,Sweet Cake,1,Noida,"Shop 320, Nayabar, Sector 15, Noida",Sector 15,"Sector 15, Noida",77.3127883,28.5826872,Bakery,300,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,10
894,Sweet Spells,1,Noida,"1264, 3rd Floor, Sector 29, Noida",Sector 29,"Sector 29, Noida",77.3352692,28.5672838,Bakery,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
895,Sweetcake.in,1,Noida,"D-44, Sector 7, Noida",Sector 7,"Sector 7, Noida",0,0,Bakery,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
896,Sweta Restaurant,1,Noida,"Barola, Near OBC Bank, Dadri Main Road, Sector 49, Noida",Sector 49,"Sector 49, Noida",77.3706065,28.5596943,North Indian,400,Indian Rupees(Rs.),No,Yes,No,No,1,3.2,Orange,Average,61
897,Taco Bell,1,Noida,"M-18, Food Court, 4th Floor, DLF Mall of India, Sector 18, Noida","DLF Mall of India, Sector 18,  Noida","DLF Mall of India, Sector 18,  Noida, Noida",77.32083656,28.56733177,"Mexican, Fast Food",550,Indian Rupees(Rs.),No,Yes,No,No,2,3.6,Yellow,Good,397
898,Taco Street,1,Noida,"Shop A-1 & A-2, J.S. Plaza, Tugalpur Road, Near Pari Chowk, Behind Ansal Plaza, Greater Noida, Noida",Greater Noida,"Greater Noida, Noida",77.5081494,28.4657682,Fast Food,500,Indian Rupees(Rs.),No,No,No,No,2,2.9,Orange,Average,4
899,Tadqa Tandoor Express,1,Noida,"Ground Floor, Main Road, Yadhuvanshi Tower, Opposite Pathways School, Sector 104, Near Sector 110, Noida",Sector 110,"Sector 110, Noida",77.36540817,28.53905704,"North Indian, Mughlai",750,Indian Rupees(Rs.),No,Yes,No,No,2,3.6,Yellow,Good,108
900,Tandoori Corner,1,Noida,"Main Road, Gijhor, Near CNG Pump, Sector 53, Noida",Sector 53,"Sector 53, Noida",77.3596121,28.5900318,"North Indian, Mughlai, Chinese",500,Indian Rupees(Rs.),No,Yes,No,No,2,2.6,Orange,Average,9
901,Tandoori Junction,1,Noida,"G-17, Max Tower 1, Commercial Belt, Alpha 1, Greater Noida, Noida",Greater Noida,"Greater Noida, Noida",77.5153379,28.4733721,North Indian,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,3
902,Tandoori Mystery,1,Noida,"B-4, Urbtech Matrix Tower, Sector 132, Noida",Sector 132,"Sector 132, Noida",77.37313192,28.51524439,North Indian,400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,3
903,Taste In Box,1,Noida,"Shop 28, Kanchanjunga Market, Sector 53, Noida",Sector 53,"Sector 53, Noida",77.3623312,28.5956935,"North Indian, Chinese",500,Indian Rupees(Rs.),No,Yes,No,No,2,2.3,Red,Poor,23
904,Taste of Punjab,1,Noida,"Chauhan Market, Sector 137, Near Sector 132, Noida",Sector 132,"Sector 132, Noida",77.4141288,28.5046715,North Indian,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
905,Tastee Chauka,1,Noida,"Shop 31, Block IV, Ganga Shopping Complex, Sector 29, Noida",Sector 29,"Sector 29, Noida",77.33557262,28.56859852,North Indian,350,Indian Rupees(Rs.),No,No,No,No,1,3.7,Yellow,Good,31
906,TBH äóñ To Be Healthy,1,Noida,"C-225, Sector 10, Noida",Sector 10,"Sector 10, Noida",77.331231,28.589854,"Juices, Healthy Food",500,Indian Rupees(Rs.),No,Yes,No,No,2,4,Green,Very Good,76
907,Tea Lounge - Jaypee Greens,1,Noida,"Jaypee Greens Golf & Spa Resort, G Block, Surajpur, Noida","Jaypee Greens Golf & Spa Resort, Surajpur","Jaypee Greens Golf & Spa Resort, Surajpur, Noida",77.5183634,28.4694087,Cafe,900,Indian Rupees(Rs.),No,No,No,No,2,2.9,Orange,Average,14
908,Tea Nation,1,Noida,"Express Trade Towers 2, B-36, Sector 132, Noida",Sector 132,"Sector 132, Noida",77.3777963,28.513978,"Fast Food, Beverages",200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
909,Tea Trails,1,Noida,"Kidzania, GIP, Entertainment City, Plot A 2, Sector-38 A, Sector 38, Noida","The Great India Place, Sector 38","The Great India Place, Sector 38, Noida",77.324803,28.564185,Cafe,850,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,1
910,Teasta,1,Noida,"16, Godawari Complex, Sector 37, Noida",Sector 37,"Sector 37, Noida",77.340025,28.565491,"Fast Food, Beverages",200,Indian Rupees(Rs.),No,No,No,No,1,4.1,Green,Very Good,632
1080,Test Result,1,Noida,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
911,TFK - The Flaming Kick,1,Noida,"1st Floor, Ansal Fortune Arcade, Sector 18, Noida",Sector 18,"Sector 18, Noida",77.32236877,28.56954961,"North Indian, Asian, Continental",2350,Indian Rupees(Rs.),Yes,Yes,No,No,4,3.5,Yellow,Good,214
